156	18	932	0
157	18	1794	0
158	18	265	0
159	18	1115	0
160	18	383	0
449	18	1939	0
450	18	378	0
451	18	1915	0
658	18	230	0
659	18	1472	0
27	18	1735	0
28	18	375	0
29	18	1046	0
30	18	697	0
31	18	1112	0
567	18	343	0
568	18	535	0
569	18	1411	0
660	18	461	0
661	18	574	0
200	18	525	0
201	18	915	0
202	18	272	0
203	18	769	0
409	18	817	0
410	18	936	0
411	18	1593	0
662	18	524	0
663	18	937	0
664	18	2084	0
204	18	545	0
205	18	1023	0
406	18	558	0
407	18	1330	0
408	18	1137	0
665	18	2229	0
666	18	265	0
667	18	2707	0
668	18	355	0
669	18	1089	0
395	18	626	0
396	18	484	0
397	18	432	0
398	18	213	0
613	18	1473	0
670	18	621	0
671	18	780	0
672	18	1452	0
673	18	1712	0
674	18	576	0
161	18	2675	0
162	18	214	0
163	18	2827	0
164	18	312	0
439	18	891	0
440	18	981	0
675	18	1867	0
676	18	697	0
677	18	1457	0
678	18	328	0
356	18	717	0
357	18	674	0
358	18	90	0
359	18	1114	0
360	18	606	0
486	18	513	0
487	18	1061	0
679	18	725	0
680	18	586	0
681	18	770	0
283	18	1638	0
284	18	978	0
285	18	673	0
682	18	714	0
683	18	1604	0
684	18	509	0
685	18	360	0
686	18	80	0
687	18	547	0
688	18	757	0
180	18	955	0
181	18	1193	0
182	18	204	0
465	18	1799	0
689	18	1545	0
690	18	616	0
691	18	1291	0
692	18	835	0
693	18	1360	0
694	18	75	0
219	18	1088	0
220	18	225	0
221	18	569	0
222	18	248	0
577	18	1346	0
627	18	1310	0
628	18	1553	0
695	18	1207	0
696	18	309	0
697	18	1713	0
16	18	1195	0
17	18	710	0
18	18	618	0
498	18	171	0
499	18	2330	0
500	18	729	0
501	18	428	0
648	18	1835	0
698	18	137	0
699	18	1462	0
286	18	322	0
576	18	704	0
700	18	782	0
701	18	418	0
702	18	87	0
703	18	1411	0
704	18	999	0
705	18	1478	0
706	18	320	0
707	18	449	0
147	18	1088	0
148	18	573	0
149	18	389	0
574	18	99	0
575	18	1187	0
708	18	897	0
709	18	568	0
710	18	124	0
711	18	1003	0
712	18	429	0
150	18	561	0
151	18	1788	0
152	18	2690	0
523	18	2837	0
524	18	309	0
525	18	599	0
526	18	153	0
713	18	1388	0
714	18	185	0
715	18	527	0
214	18	678	0
215	18	319	0
216	18	658	0
217	18	3120	0
218	18	779	0
586	18	204	0
587	18	2884	0
588	18	575	0
716	18	154	0
717	18	1004	0
58	18	307	0
59	18	609	0
60	18	785	0
651	18	425	0
718	18	177	0
719	18	497	0
720	18	2588	0
721	18	3861	0
722	18	187	0
723	18	2523	0
195	18	1990	0
196	18	356	0
484	18	474	0
485	18	975	0
724	18	1572	0
725	18	1184	0
726	18	706	0
727	18	637	0
728	18	1342	0
729	18	3143	0
327	18	802	0
328	18	1048	0
329	18	1089	0
330	18	596	0
730	18	907	0
731	18	1657	0
732	18	345	0
733	18	1245	0
734	18	556	0
735	18	778	0
197	18	1158	0
198	18	196	0
199	18	130	0
736	18	1114	0
737	18	1494	0
738	18	559	0
739	18	1778	0
740	18	197	0
741	18	268	0
742	18	366	0
206	18	186	0
207	18	643	0
208	18	2715	0
209	18	1315	0
591	18	611	0
592	18	1850	0
743	18	1034	0
744	18	1045	0
745	18	478	0
746	18	201	0
312	18	985	0
313	18	759	0
314	18	504	0
315	18	1527	0
316	18	150	0
458	18	651	0
459	18	1203	0
460	18	167	0
747	18	1652	0
748	18	287	0
91	18	2790	0
92	18	366	0
93	18	1001	0
94	18	430	0
479	18	1360	0
480	18	1099	0
481	18	1416	0
749	18	848	0
750	18	145	0
751	18	857	0
98	18	395	0
99	18	1386	0
100	18	190	0
101	18	223	0
102	18	195	0
752	18	688	0
753	18	876	0
754	18	396	0
755	18	862	0
756	18	571	0
331	18	923	0
332	18	411	0
333	18	1184	0
434	18	637	0
435	18	2874	0
436	18	863	0
437	18	1158	0
757	18	993	0
758	18	453	0
759	18	615	0
32	18	1021	0
33	18	790	0
34	18	248	0
593	18	2605	0
594	18	1350	0
595	18	2794	0
649	18	2757	0
760	18	924	0
761	18	1800	0
762	18	292	0
71	18	550	0
72	18	297	0
73	18	780	0
428	18	380	0
429	18	901	0
763	18	1132	0
764	18	415	0
765	18	936	0
766	18	201	0
767	18	632	0
210	18	183	0
211	18	1377	0
212	18	1310	0
213	18	1445	0
461	18	755	0
462	18	403	0
463	18	472	0
464	18	1174	0
768	18	961	0
769	18	2075	0
254	18	265	0
255	18	412	0
256	18	733	0
257	18	1092	0
770	18	204	0
771	18	926	0
772	18	320	0
